smiles,name,moa,clinical_phase,rf_p_path,rf_p_gut,rf_S,rf_rank,dmpnn_p_path,dmpnn_p_gut,dmpnn_S,dmpnn_rank,chemeleon_frozen_p_path,chemeleon_frozen_p_gut,chemeleon_frozen_S,chemeleon_frozen_rank,molformer_p_path,molformer_p_gut,molformer_S,molformer_rank,dmpnn_rdkit_p_path,dmpnn_rdkit_p_gut,dmpnn_rdkit_S,dmpnn_rdkit_rank,MW,LogP,TPSA,n_rings,n_aromatic_rings,n_rotatable,n_HBA,n_HBD,formal_charge,n_heavy_atoms,fraction_sp3,n_heteroatoms,has_phosphate,has_sulfate
O=C(CN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc2ccccc2c1,E-2001,antioxidant,Preclinical,0.1585547213516296,0.141638015099796,0.1360973453346835,4489,0.313705,0.015781,0.308755,761,0.167077,0.056645,0.157613,1972,0.00037809915,0.001918538,0.0003773737524129,5591,0.011160674434,0.04526562404,0.0106554795410377,6511,375.44300000000004,4.756500000000004,37.38,4,3,5,3,0,0,28,0.25,4,0,0
CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,tyrphostin-A9,protein tyrosine kinase inhibitor|tyrosine kinase inhibitor,Preclinical,0.1863387422386416,0.2696752234925049,0.1360878002801236,4490,3.4e-05,0.008175,3.3e-05,5977,0.065654,0.0094,0.065037,3753,0.0020943217,0.06392458,0.0019604430649426,4487,0.1059350175999999,0.3004345914,0.0741084738723921,4323,282.387,4.417760000000005,67.81,1,1,1,3,1,0,21,0.4444444444444444,3,0,0
COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,SB-218795,tachykinin antagonist,Preclinical,0.1595327698894254,0.1469705947374747,0.1360861438186598,4491,0.058163,0.00773,0.057713,1558,0.06254,0.060133,0.058779,3945,0.016086262,0.0061016325,0.0159881095409772,2792,0.10467964,0.11378817272,0.0927683350434125,3774,396.4460000000001,4.545900000000003,68.28999999999999,4,4,5,4,1,0,30,0.08,5,0,0
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,camostat-mesilate,protease inhibitor,Launched,0.173514236053495,0.2159136110430802,0.1360501507798035,4492,0.034149,0.007903,0.033879,1867,0.101641,0.029202,0.098673,2923,0.6313598,0.0028618686,0.6295529312130778,343,0.05527266788,0.1392812907999999,0.0475742193517139,5311,398.41900000000004,1.3850699999999991,134.81,2,2,7,6,3,0,29,0.2,9,0,0
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,chloroprocaine,sodium channel blocker,Launched,0.1552628370381833,0.1238462178590356,0.1360341218969405,4493,1.3e-05,0.007208,1.3e-05,6216,0.010244,0.005658,0.010186,5983,0.00013272553,0.0005795681,0.0001326486065167,6132,0.07505687734,0.0209880057,0.0734815831705638,4352,270.76,2.4208,55.56,1,1,6,4,1,0,18,0.46153846153846156,5,0,0
CN(Cc1cccc(-c2ccccc2)c1)C(=O)Oc1ccc(-c2ccc(C(N)=O)cc2)cc1,WWL-123,monoacylglycerol lipase inhibitor,Preclinical,0.1555495961913083,0.125711909197241,0.135995159479239,4494,0.063539,0.1386,0.054732,1589,0.258559,0.11271,0.229417,1203,0.48880857,0.0025360666,0.4875689189118292,503,0.249446112,0.1909344945999999,0.201818244675345,1584,436.51100000000014,5.7503000000000055,72.63,4,4,6,3,1,0,33,0.07142857142857142,5,0,0
N#Cc1ccc([C@H]2CCCc3cncn32)cc1,fadrozole,aromatase inhibitor,Launched,0.1494129896346581,0.0907248854331754,0.1358575132678255,4495,0.060829,0.009769,0.060235,1541,0.00779,0.030184,0.007555,6118,9.304934e-05,0.0037547534,9.269996267426723e-05,6253,0.0480709436,0.03057872172,0.0466009955928377,5344,223.279,2.680480000000001,41.61,3,2,1,2,0,0,17,0.2857142857142857,3,0,0
CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,SB-221284,serotonin receptor antagonist,Preclinical,0.1937671592220529,0.2992347688238188,0.1357852881265938,4496,0.026018,0.787626,0.005526,2959,0.028533,0.120169,0.025104,5247,0.014788283,0.04506623,0.0141218308370169,2890,0.102568864,0.227902816,0.0791931310604789,4161,353.3690000000001,4.416900000000003,45.230000000000004,3,2,2,3,1,0,24,0.25,8,0,0
CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C,QX-314,sodium channel blocker,Preclinical,0.1479342822474049,0.0821715002720831,0.1357783003334619,4497,1e-05,0.019699,1e-05,6286,0.09366,0.065417,0.087533,3153,0.00026951075,0.003518411,0.0002685625004125,5794,0.0640182338,0.00463686616,0.0637213898180698,4686,263.40500000000003,3.1184400000000014,29.1,1,1,6,1,1,1,19,0.5625,3,0,0
COc1cccc(-c2cc(NCc3ccc4c(c3)OCO4)nc(N)n2)c1,BML-284,WNT agonist,Preclinical,0.1740869944164514,0.2204323269687146,0.1357125931422434,4498,0.002047,0.148978,0.001742,3769,0.033345,0.05168,0.031622,4951,0.00026122716,0.0034470556,0.0002603266954552,5811,0.179301392,0.0818359368,0.1646280946161359,2178,350.3780000000001,3.0752000000000006,91.52,4,3,5,7,2,0,26,0.15789473684210525,7,0,0
Clc1cc(Cl)c(OCC#CI)cc1Cl,haloprogin,other antifungal,Launched,0.174774570445207,0.223663846607797,0.1356838177302066,4499,0.032422,0.286812,0.023123,2081,0.938783,0.00969,0.929686,10,0.0031891977,0.018290889,0.0031308644388702,4135,0.216722968,0.2959724032,0.1525789503324033,2408,361.39300000000003,4.421500000000001,9.23,1,1,2,1,0,0,14,0.1111111111111111,5,0,0
COCCNC(=O)Cn1cnc([N+](=O)[O-])n1,sanazole,,Phase 1,0.2108858782684362,0.3566851137844086,0.1356660247827341,4500,0.00011,0.278093,7.9e-05,5617,0.005912,0.681478,0.001883,6526,4.0161733e-05,0.074455746,3.717146120883218e-05,6498,0.0670743076,0.1549103829999999,0.0566838009202241,4951,229.196,-1.0510999999999995,112.17999999999999,1,1,6,6,1,0,16,0.5714285714285714,9,0,0
CC[N+](C)(CC)CC(=O)Nc1c(C)cccc1C,N-methyllidocaine-iodide,antiarrhythmic medication,Preclinical,0.1501176674916789,0.0965017138917227,0.1356310552933041,4501,2.1e-05,0.019309,2e-05,6125,0.023526,0.048091,0.022395,5380,0.00015178171,0.004346458,0.0001511219971723,6070,0.0616065918,0.0036332531639999,0.0613827594554194,4765,249.37800000000001,2.728340000000001,29.1,1,1,5,1,1,1,18,0.5333333333333333,3,0,0
Cc1cccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)c1,L-365260,CCK receptor antagonist,Phase 2,0.1898212927893045,0.2857880297185816,0.1355726395244152,4502,0.002442,0.010635,0.002416,3539,0.035372,0.065187,0.033066,4881,0.0066345003,0.0063746544,0.0065922076534708,3509,0.393640852,0.1080873852999999,0.3510932415600558,337,398.4660000000002,3.9566200000000027,73.80000000000001,4,3,3,3,2,0,30,0.125,6,0,0
CCc1cccc2c1c(O)c(C(=O)N(CC)c1ccccc1)c(=O)n2C,paquinimod,S100A9 inhibitor,Phase 2,0.190013070885337,0.2867587087745701,0.1355251680279669,4503,0.051056,0.168731,0.042441,1733,0.182739,0.369621,0.115195,2634,0.18578228,0.023263033,0.1814604206895447,1060,0.2302340639999999,0.18665762,0.1872591215708323,1805,350.41800000000006,3.473200000000002,62.54,3,3,4,3,1,0,26,0.23809523809523808,5,0,0
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,artemisinin,DNA synthesis inhibitor,Launched,0.1711548363931501,0.2083222284590757,0.1354994794641806,4504,0.0,0.017333,0.0,6666,0.006666,0.001802,0.006654,6175,3.8279166e-05,0.0008422738,3.8246924461392345e-05,6492,0.04933294846,0.0146965043,0.0486079265708259,5266,282.33599999999996,2.3949000000000007,53.99000000000001,5,0,0,5,0,0,20,0.9333333333333333,5,0,0
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,anastrozole,aromatase inhibitor,Launched,0.1593011385168393,0.1496641469073937,0.13545946951934,4505,0.000385,0.048826,0.000366,4825,0.067321,0.0235,0.065739,3726,0.0003330583,0.0077621513,0.0003304730510836,5680,0.0552719406,0.0524777353999999,0.0523713943261486,5127,293.374,2.9287600000000014,78.28999999999999,2,2,4,4,0,0,22,0.4117647058823529,5,0,0
O=C(O)c1ccccc1OP(=O)(O)O,fosfosal,phosphodiesterase inhibitor,Launched,0.1750516569303696,0.226178105229645,0.1354588048485487,4506,0.038034,0.001584,0.037974,1803,0.075278,0.002471,0.075092,3467,0.114412256,0.0026681165,0.1141069907719641,1345,0.2565445426,0.0036019762279999,0.2556204752561317,964,218.10099999999997,0.8562999999999998,104.06,1,1,3,3,3,0,14,0.0,7,1,0
Clc1ccc([C@@H](c2ccccc2Cl)C(Cl)Cl)cc1,mitotane,antineoplastic agent,Launched,0.1732429631300733,0.2181718268024354,0.1354462293833183,4507,0.000418,0.181261,0.000342,4865,0.49955,0.335231,0.332086,673,0.32248726,0.022197876,0.3153287277909402,734,0.1464624139999999,0.1902926516,0.118591692880203,3124,320.04600000000005,5.929000000000002,0.0,2,2,3,0,0,0,18,0.14285714285714285,4,0,0
CCOC(=O)CC(=O)N1CCS[C@@H]1COc1ccccc1OC,moguisteine,ATP-sensitive potassium channel inhibitor,Phase 2,0.1678160140224274,0.1930638187331881,0.1354168135106753,4508,0.00053,0.005167,0.000527,4580,0.072839,0.025118,0.071009,3591,0.00066703564,0.013517161,0.0006580192118613,5251,0.0158977415,0.1209379278,0.0139751015862899,6427,339.413,1.9287,65.07000000000001,2,1,7,6,0,0,23,0.5,7,0,0
C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,artesunate,DNA synthesis inhibitor,Launched,0.1789146291769988,0.2431815331785528,0.135405895345664,4509,0.0,0.008653,0.0,6622,0.007233,0.018755,0.007097,6147,0.0003829014,0.0009928831,0.0003825212236709,5586,0.1173011786,0.1078361202,0.1046518746048887,3460,384.4250000000002,2.6024000000000003,100.52000000000002,5,0,4,7,1,0,27,0.8947368421052632,8,0,0
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,pirinixic-acid,PPAR receptor agonist,Preclinical,0.1705658791786805,0.2064212083246981,0.1353574642996528,4510,0.65422,0.096428,0.591135,464,0.051656,0.08636,0.047195,4285,0.00365734,0.0070472993,0.0036315656303781,4009,0.1139319613999999,0.245139734,0.0860027106883057,3936,323.80500000000006,3.6671400000000007,75.11,2,2,5,5,2,0,21,0.21428571428571427,7,0,0
CCOC(=O)c1ccc(N(C)c2csc(-c3ccccc3)n2)cc1,neuropathiazol,neural stem cell inducer,Preclinical,0.1647149936638526,0.1783159559943306,0.1353436821020826,4511,0.001145,0.016262,0.001127,4052,0.011033,0.081354,0.010135,5988,0.0005228494,0.005574673,0.0005199346855667,5403,0.0351871815999999,0.1087490126,0.0313606103448231,5890,338.432,4.754700000000004,42.43,3,3,5,5,0,0,24,0.15789473684210525,5,0,0
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,phenserine,acetylcholinesterase inhibitor|beta amyloid synthesis inhibitor,Phase 3,0.1548373438635847,0.1262038061824711,0.1352962817288162,4512,0.001583,0.010285,0.001567,3847,0.079201,0.079715,0.072887,3536,0.004797516,0.0025882723,0.0047850987222283,3780,0.1113714228,0.0443315669,0.1064341531193936,3420,337.42300000000006,3.6666000000000025,44.81,4,2,2,4,1,0,25,0.35,5,0,0
N#Cc1ccc(-c2ccc(S(=O)(=O)Nc3cccc(N)n3)cc2)cc1,PF-915275,11-beta hydroxysteroid dehydrogenase inhibitor,Phase 1,0.15693459364338,0.1380522442466311,0.1352694207909783,4513,0.656856,0.024464,0.640787,404,0.050401,0.027883,0.048995,4224,0.005457882,0.004073533,0.0054356491375628,3681,0.11944151512,0.0313543486,0.1156965042176153,3199,350.403,3.00328,108.86999999999999,3,3,4,5,2,0,25,0.0,7,0,1
O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,ataluren,CFTR channel agonist|dystrophin stimulant,Launched,0.19320889012057,0.2998902916398747,0.1352674197148958,4514,0.000111,0.008657,0.00011,5458,0.069824,0.151242,0.059264,3930,0.27867252,0.0039545093,0.2775705069280055,800,0.4057997299999999,0.359539196,0.2598988213387828,932,284.246,3.240900000000001,76.22,3,3,3,4,1,0,21,0.0,6,0,0
O=C(CCc1ccncc1)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc21,SC-51089,prostanoid receptor antagonist,Preclinical,0.1620804251558846,0.1655141448738879,0.1352538221854122,4515,0.260728,0.074646,0.241265,857,0.191234,0.243333,0.144701,2151,0.0022209033,0.0031937305,0.0022138103333932,4393,0.0530844895999999,0.1111502873999999,0.0471841333244776,5326,422.8720000000001,4.220900000000002,83.56,4,3,3,4,2,0,30,0.13636363636363635,8,0,0
C[C@@H](ONC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)Nc1ccc(Cl)cc1,CCG-1423,apoptosis stimulant,Preclinical,0.1873366964156644,0.2781723740230272,0.1352248028320879,4516,0.023813,0.556177,0.010569,2550,0.110232,0.010233,0.109104,2733,0.9749273,0.22873792,0.751924457246784,227,0.365701964,0.106436605,0.3267778885100078,443,454.754,5.066200000000003,67.42999999999999,2,2,5,3,2,0,30,0.2222222222222222,12,0,0
CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,danofloxacin,bacterial DNA gyrase inhibitor,Launched,0.9886637059770144,0.8632464716455562,0.1352032501483371,4517,0.999985,0.980141,0.019859,2172,0.975549,0.778065,0.216509,1308,0.95516264,0.14984126,0.8120398665174736,171,0.990224816,0.6408423539999999,0.3556468139253433,317,357.3850000000001,2.0664,65.78,5,2,3,4,1,0,26,0.47368421052631576,7,0,0
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,sertraline,selective serotonin reuptake inhibitor (SSRI),Launched,0.1554369208403332,0.1303130768767747,0.1351814574253777,4518,0.04099,0.088745,0.037352,1814,0.219332,0.26142,0.161994,1913,0.008981799,0.01051463,0.0088873587067806,3266,0.200817666,0.1199034417999999,0.1767389366723571,1953,306.236,5.179600000000004,12.03,3,2,2,1,1,0,20,0.29411764705882354,3,0,0
NC(=O)OCC(COC(N)=O)c1ccccc1,felbamate,glutamate receptor antagonist,Launched,0.1500048470252635,0.0991557855091686,0.1351309985882908,4519,0.300652,0.003733,0.29953,779,0.029775,0.015442,0.029316,5052,0.0047740736,0.00048233525,0.0047717708960166,3783,0.150544736,0.0250247147999999,0.1467773969169587,2512,238.24300000000002,0.9607999999999993,104.64000000000001,1,1,5,4,2,0,17,0.2727272727272727,6,0,0
O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,SD-0006,p38 MAPK inhibitor,Phase 2,0.2102361122164145,0.3572975500352773,0.1351192643925479,4520,2e-06,0.005454,2e-06,6523,0.077939,0.164218,0.06514,3748,0.0021934926,0.0015052956,0.0021901907452405,4400,0.138787674,0.1195936027999999,0.1221895560421081,3040,397.86600000000016,2.8854000000000015,95.0,4,3,4,5,2,0,28,0.3,8,0,0
Cc1cccc(Nc2ccccc2C(=O)O)c1C,mefenamic-acid,cyclooxygenase inhibitor,Launched,0.1966641324886929,0.3130014739344374,0.1351079691496945,4521,0.086854,0.037434,0.083603,1366,0.304259,0.12646,0.265783,973,0.3279245,0.0015609093,0.3274126395982522,708,0.2220753468,0.081104162,0.2040641118969266,1547,241.29,3.7452400000000017,49.33,2,2,3,2,2,0,18,0.13333333333333333,3,0,0
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,octamethyltrisiloxane,,Preclinical,0.137422925922645,0.0169177911424546,0.1350980335637006,4522,0.0,0.004524,0.0,6676,0.0,0.0012,0.0,6738,0.00014028721,0.0005381444,0.0001402117152235,6109,0.0796627796,0.01564698868,0.0784162969893814,4188,236.53599999999997,3.391200000000002,18.46,0,0,4,2,0,0,13,1.0,5,0,0
C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,flurbiprofen-(S)-(+),cyclooxygenase inhibitor,Launched,0.1537244656355784,0.1213365077248833,0.1350720758234835,4523,0.003204,0.009995,0.003172,3340,0.54886,0.04395,0.524738,230,0.03159944,0.0033459472,0.0314937099422104,2242,0.257007176,0.0496130521999999,0.2442562655613374,1077,244.265,3.6808000000000023,37.3,2,2,3,1,1,0,18,0.13333333333333333,3,0,0
C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,flurbiprofen-(+/-),cyclooxygenase inhibitor,Launched,0.1537244656355784,0.1213365077248833,0.1350720758234835,4524,0.013607,0.009702,0.013475,2403,0.695627,0.03153,0.673694,92,0.03667779,0.0034111396,0.0365526769380905,2141,0.257076452,0.0496093482,0.2443230567787114,1076,244.265,3.6808000000000023,37.3,2,2,3,1,1,0,18,0.13333333333333333,3,0,0
C=CCc1ccccc1OC[C@H](O)CNC(C)C,alprenolol,adrenergic receptor antagonist,Launched,0.1416204613051758,0.0462833704948994,0.1350657890249298,4525,3.8e-05,0.005512,3.8e-05,5925,0.024084,0.002843,0.024015,5292,1.3035914e-05,0.000557321,1.3028648811373604e-05,6636,0.02110938734,0.004755837,0.021008994534641,6232,249.35399999999996,2.1528,41.49,1,1,8,3,2,0,18,0.4666666666666667,3,0,0
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1,AM211,prostaglandin inhibitor,Preclinical,0.158249175105528,0.1468479515679469,0.1350106079039639,4526,0.035867,0.019074,0.035183,1843,0.142864,0.038172,0.13741,2259,0.008984321,0.023997597,0.0087687188853233,3279,0.1526040233999999,0.15354471,0.1291724828822137,2868,500.5170000000002,5.739800000000004,78.87,3,3,9,3,2,0,36,0.25925925925925924,9,0,0
CSc1ccccc1OC[C@@H](O)CNC(C)C,tiprenolol,adrenergic receptor antagonist,Phase 2,0.1571704828815221,0.1410291297056615,0.1350048664653224,4527,8.6e-05,0.009333,8.5e-05,5578,0.10135,0.00442,0.100902,2880,3.5730461e-06,0.00047141788,3.5713617021823954e-06,6710,0.034175206,0.0136021734399999,0.0337103489206402,5810,255.38299999999995,2.1461999999999994,41.49,1,1,7,4,2,0,17,0.5384615384615384,4,0,0
Cc1ncc(CN2CC=C(c3ccccc3)CC2)c(N)n1,Ro-10-5824,dopamine receptor agonist,Preclinical,0.1673571517470863,0.1933224527058654,0.1350032566934719,4528,7.9e-05,0.014743,7.8e-05,5631,0.022932,0.056241,0.021643,5410,0.0006369893,0.0018472474,0.0006358126231717,5275,0.0833567722,0.0279933504,0.0810233368675924,4098,280.375,2.6565199999999995,55.040000000000006,3,2,3,4,1,0,21,0.29411764705882354,4,0,0
CNC(=N)NC(=O)Nc1c(C)cccc1C,lidamidine,adrenergic receptor agonist,Launched,0.1447764706122905,0.0675466828206571,0.1349973002719479,4529,0.01679,0.008489,0.016648,2266,0.501446,0.009837,0.496513,269,0.017915843,0.00064493646,0.0179042884196376,2703,0.1616910959999999,0.00743045076,0.1604896582728415,2269,220.27599999999998,1.5791099999999996,77.01,1,1,1,2,4,0,16,0.2727272727272727,5,0,0
O=C(Oc1ccc(Br)cc1)N1CC[N@]2CC[C@@H]1CC2,SSR180711,acetylcholine receptor agonist,Phase 2,0.1557235735561032,0.1331284488321867,0.1349923357619742,4530,6.9e-05,0.004671,6.9e-05,5688,0.428302,0.010754,0.423696,414,0.6631387,0.0014957822,0.6621467889364088,306,0.0537485474,0.0347732418,0.051879536164861,5147,325.20600000000013,2.727900000000001,32.78,4,1,1,3,0,0,19,0.5,5,0,0
COc1ccc(Nc2nccc(NCCO)n2)cc1,cardiogenol-C,cardiomyogenesis inducer,Preclinical,0.1644653570849903,0.1792775926038523,0.1349804038000603,4531,0.894225,0.016489,0.87948,197,0.037429,0.014664,0.03688,4730,0.00063690194,0.0007630835,0.0006364159306384,5274,0.04262867924,0.0189204816,0.0418221240988072,5519,260.297,1.6329999999999998,79.3,2,2,6,6,3,0,19,0.23076923076923078,6,0,0
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,exisulind,phosphodiesterase inhibitor,Phase 3,0.1824772816541636,0.2603740746199739,0.1349649283042924,4532,0.074536,0.050881,0.070743,1445,0.385555,0.034616,0.372209,561,0.0011135086,0.017873716,0.00109360606352,4925,0.1735727399999999,0.1360928772,0.1499507264099124,2453,372.4170000000001,4.031600000000003,71.44,3,2,4,3,1,0,26,0.15,6,0,0
CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21,naxagolide,dopamine receptor agonist,Phase 3,0.1629421167574454,0.1721505052155524,0.1348915490367597,4533,3.8e-05,0.02159,3.7e-05,5941,0.024703,0.018881,0.024236,5285,0.0009798375,0.0011861653,0.0009786752507578,4991,0.0607831421999999,0.02728759696,0.059124516313684,4854,247.33799999999997,2.4903000000000004,32.7,3,1,2,3,1,0,18,0.6,3,0,0
O=C(Nc1ccccc1)N[C@H]1C[C@H](C(=O)O)Nc2cc(Cl)cc(Cl)c21,L-689560,glutamate receptor antagonist,Preclinical,0.2067586682487038,0.3475900939814694,0.1348914033206533,4534,0.581183,0.233166,0.445671,597,0.079525,0.31671,0.054339,4078,0.006745584,0.025041848,0.0065766621108007,3511,0.2294313439999999,0.18831092,0.1862269165345235,1818,380.23100000000005,4.125000000000002,90.46000000000001,3,2,3,3,4,0,25,0.17647058823529413,8,0,0
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,neostigmine,acetylcholinesterase inhibitor,Launched,0.1493393556862976,0.0968644509783727,0.1348736809882805,4535,0.000716,0.005004,0.000712,4388,0.021119,0.002236,0.021071,5439,0.00048510975,0.0006784898,0.0004847806079827,5444,0.0823894194,0.010675898104,0.0815098383536378,4081,223.29599999999996,1.9437,29.540000000000003,1,1,2,2,0,1,16,0.4166666666666667,4,0,0
OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,GDC-0879,RAF inhibitor,Preclinical,0.191912983789693,0.297384380914395,0.1348410599159608,4536,0.130359,0.019793,0.127779,1155,0.322989,0.144435,0.276338,916,0.0028687718,0.005977774,0.002851622930522,4199,0.329390302,0.189993108,0.2668084147779614,866,334.37899999999996,2.7289000000000003,83.53,4,3,4,5,2,0,25,0.21052631578947367,6,0,0
O=C(Nc1nc(=O)n(Cc2ccc(Cl)cc2)s1)c1ccc(Cl)cc1,O-304,AMPK activator,Preclinical,0.1612068908390365,0.1636295711280518,0.1348286764281583,4537,0.994852,0.200628,0.795257,281,0.319645,0.615108,0.123029,2488,0.010908875,0.060447793,0.0102494575821371,3150,0.2932207491999999,0.191298502,0.2371280591227222,1158,380.2560000000001,3.912200000000002,63.99,3,3,4,4,1,0,24,0.0625,8,0,0
O=C(/C=C/c1ccccc1)N[C@@H](NC(=S)Nc1ccc(Cl)cc1)C(Cl)(Cl)Cl,sal003,eukaryotic translation initiation factor inhibitor,Preclinical,0.170746182349909,0.210388081463556,0.1348232206280852,4538,0.087974,0.939112,0.005357,2984,0.056822,0.04382,0.054332,4079,0.12337397,0.79694426,0.0250517927750878,2424,0.2974606139999999,0.0987188106,0.2680956559855743,857,463.2170000000001,5.152300000000002,53.160000000000004,2,2,5,2,3,0,27,0.1111111111111111,9,0,0
O=C(O)CCc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12,MDL-29951,glutamate receptor antagonist,Preclinical,0.2009414478721257,0.3290845382086628,0.1348147242921471,4539,0.050043,0.25412,0.037326,1815,0.132928,0.414303,0.077855,3397,0.14080165,0.044082124,0.1345948142052954,1253,0.2456988549999999,0.1451451168,0.2100368659933987,1477,302.11300000000006,3.190100000000001,90.38999999999999,2,2,4,2,3,0,19,0.16666666666666666,7,0,0
Cc1cccc(C)c1NC1=NCCCS1,xylazine,adrenergic receptor agonist,Launched,0.1449166312540056,0.0697179122889857,0.1348133462670236,4540,0.001279,0.01411,0.001261,3982,0.016246,0.04502,0.015515,5702,1.1418772e-05,0.0007131552,1.1410628643370586e-05,6649,0.0380905003,0.00475069266,0.037909544039809,5647,220.34099999999998,3.2082400000000018,24.39,2,1,1,3,1,0,15,0.4166666666666667,3,0,0
COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(C)cc(C)c2)cc1,ACT-462206,orexin receptor antagonist,Phase 1,0.1553872442236678,0.1324209384976,0.1348107195130139,4541,0.001914,0.01318,0.001889,3698,0.062535,0.099233,0.056329,4022,0.0021793437,0.012499566,0.0021521028495851,4416,0.1384452136,0.0921403621999999,0.1256888214740396,2952,388.4890000000001,3.1038400000000017,75.71000000000001,3,2,5,4,1,0,27,0.35,7,0,1
O=C(/C=C/c1ccccc1)N[C@@H](NC(=S)Nc1cccc2cccnc12)C(Cl)(Cl)Cl,salubrinal,eukaryotic translation initiation factor inhibitor,Preclinical,0.1808209555524972,0.2545736025503773,0.1347887134808963,4542,0.504968,0.924326,0.038213,1802,0.017062,0.056237,0.016102,5674,0.016907113,0.16041313,0.0141949900844063,2884,0.0857343914,0.1220242199999999,0.0752727191622402,4278,479.82000000000005,5.047100000000003,66.05000000000001,3,3,5,3,3,0,30,0.09523809523809523,9,0,0
Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,PI3K-IN-2,PI3K inhibitor,Phase 2,0.1669311325077405,0.19284868715822,0.1347386827577879,4543,0.000233,0.033533,0.000225,5112,0.005825,0.035848,0.005617,6246,0.008408961,0.43602073,0.0047424796862384,3792,0.1060045612,0.30237979,0.0739509242453018,4331,411.38800000000026,1.2077999999999998,102.52,4,2,3,9,1,0,29,0.5294117647058824,12,0,0
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](O)(Cn1cncn1)c1cc(F)ccc1F,isavuconazole,cytochrome P450 inhibitor,Phase 3,0.1974117753557912,0.3176308779722462,0.1347076998274714,4544,0.000467,0.106556,0.000417,4738,0.056077,0.120126,0.049341,4208,0.00095461524,0.29832304,0.0006698315195728,5241,0.274461108,0.3245186996,0.1853933461410648,1830,437.4750000000001,4.242980000000002,87.61999999999999,4,4,6,6,1,0,31,0.18181818181818182,9,0,0
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,acetohexamide,ATP channel blocker,Launched,0.1511528313105792,0.1091811072142289,0.1346497978295246,4545,0.000183,0.009051,0.000182,5216,0.074222,0.080242,0.068266,3656,0.027910165,0.0014427966,0.0278698963088325,2332,0.0829360368,0.008831225172,0.0822036099841459,4057,324.4020000000001,2.2098000000000004,92.34,2,1,4,4,2,0,22,0.4666666666666667,7,0,1
CCC1(c2cnc[nH]2)Cc2ccccc2C1,atipamezole,adrenergic receptor antagonist,Launched,0.1467207855789978,0.0824446474414353,0.1346244421396069,4546,0.000733,0.0325,0.000709,4389,0.04181,0.01834,0.041044,4539,6.853316e-05,0.00296213,6.83301558707692e-05,6348,0.0520665846,0.0214821596,0.0509480819197959,5187,212.296,2.856300000000001,28.68,3,2,2,1,1,0,16,0.35714285714285715,2,0,0
